28.558899,77.202805
11.416667,76.683334
20.67321,77.01281
19.511562,75.198494
26.407057,82.397972
10.638598,77.018883
29.957846,77.554115
23.003992,72.546074
10.830512,78.682419
30.678722,76.722153
22.49814,88.310837
22.441265,88.445572
22.58959,88.461838
20.228069,86.26609
28.641529,77.120918
31.632898,74.843208
20.046701,73.80777
17.448294,78.391487
25.27994,82.9515
23.690611,86.968666
20.00647,73.751312
19.228762,73.126846
13.003168,77.622826
13.073226,80.260918
8.707375,77.758698
13.201411,79.082954
26.791519,83.360237
20.015768,73.799309
25.926411,80.813599
17.373093,78.490036
13.010236,80.215652
25.430883,81.78791
21.229767,81.335884
25.892298,86.598106
20.007357,73.792992
17.444708,78.466377
12.965365,80.246109
34.209515,77.615112
16.64012,74.145874
28.610722,77.065971
28.652946,77.302284
28.352783,79.423973
23.67128,86.423401
23.820818,79.431709
23.052553,72.53373
28.683903,77.315094
10.073232,76.302765
13.030105,80.241425
18.530823,73.847466
18.627598,73.745491
22.647051,88.431686
15.48872,78.485641
20.996546,75.549385
18.287081,76.007957
20.46493,75.006721
9.448815,77.557175
23.050339,72.632401
19.035288,72.867119
20.672806,76.773361
22.778872,86.227402
22.804174,86.232056
28.661369,77.194405
20.251728,79.010757
28.525377,77.280106
17.443649,78.445824
28.460596,77.039597
20.25153,74.426918
20.859764,77.736801
28.569271,77.24411
12.872114,74.843407
13.004725,77.687592
23.255404,77.414452
22.19161,84.586693
28.550421,77.121765
11.020983,76.966331
18.001408,79.567047
13.01039,77.5383
26.814882,75.545647
9.99848,76.311935
28.718573,77.261353
34.078667,74.765587
11.022312,76.960968
26.437588,80.342735
12.921371,77.464462
25.459085,81.832695
21.617355,72.997627
28.473103,77.020401
28.451317,77.076584
25.781073,73.330353
25.432571,81.851311
28.520741,77.239075
20.2379,85.814705
22.500914,88.394936
28.03751,73.314865
25.428574,81.819588
12.880505,77.608192
19.393345,72.862427
20.895115,77.729385
23.036144,72.628151
12.947931,77.561226
28.758314,77.300537
20.474583,74.998726
15.322364,75.125221
13.052682,77.495476
12.975676,77.677849
26.751213,83.376266
26.823713,75.540405
27.580564,80.677032
27.583118,80.67569
25.732555,82.692894
17.461426,78.500069
28.613279,77.028557
31.637186,74.895561
31.665501,74.929649
17.371473,78.569504
17.39193,78.538376
20.301481,75.649536
11.317164,77.676392
